 -21   -5    1    183090.52
 -21   -5    2    156407.66
 -21   -5    3     65115.05
 -21   -4    1    121228.93
 -21   -4    2     64705.18
 -21   -4    3    100408.90
 -21   -4    4     32175.54
 -21   -4    5    174987.81
 -21   -3    1    287556.75
 -21   -3    2     77783.28
 -21   -3    3    300181.72
 -21   -3    4    287928.31
 -21   -3    5     69766.12
 -21   -3    6    293341.53
 -21   -2    1    124025.34
 -21   -2    2    136624.25
 -21   -2    3     83900.90
 -21   -2    4     82876.00
 -21   -2    5    294305.06
 -21   -2    6     59585.32
 -21   -1    1    389123.38
 -21   -1    2    215620.61
 -21   -1    3     66038.73
 -21   -1    4    240088.34
 -21   -1    5     13684.23
 -21   -1    6     49690.97
 -21   -1    7     67111.17
 -21    0    1    178376.44
 -21    0    2     89907.37
 -21    0    3     93415.59
 -21    0    4     32978.85
 -21    0    5    142545.33
 -21    0    6     52264.64
 -21    0    7     91727.48
 -21    1    1     96745.22
 -21    1    2    161535.50
 -21    1    3    131132.05
 -21    1    4    220651.09
 -21    1    5     36307.95
 -21    1    6     96707.28
 -21    1    7    105485.63
 -21    2    1    130549.49
 -21    2    2    234354.92
 -21    2    3     86205.13
 -21    2    4     65768.89
 -21    2    5    207209.44
 -21    2    6    109031.47
 -21    3    1    168498.98
 -21    3    2     45802.97
 -21    3    3    153458.08
 -21    3    4     49270.21
 -21    3    5    114900.32
 -21    3    6    264864.94
 -21    4    1    107970.55
 -21    4    2     76267.77
 -21    4    3    109853.20
 -21    4    4     94823.34
 -21    4    5    285421.81
 -21    5    1     64590.12
 -21    5    2     97595.65
 -21    5    3    125799.80
 -20   -8    1    182669.38
 -20   -8    2    500460.84
 -20   -8    3    238941.20
 -20   -7    1    149414.70
 -20   -7    2    284302.47
 -20   -7    3     57055.62
 -20   -7    4    113864.74
 -20   -7    5     81085.09
 -20   -7    6     96404.78
 -20   -6    1    170302.44
 -20   -6    2     12392.37
 -20   -6    3    231661.83
 -20   -6    4    130558.19
 -20   -6    5    238517.25
 -20   -6    6    113547.57
 -20   -6    7    212130.97
 -20   -5    1     28920.29
 -20   -5    2     97427.36
 -20   -5    3    221646.20
 -20   -5    4    133254.05
 -20   -5    5    249842.39
 -20   -5    6    167170.34
 -20   -5    7     95267.12
 -20   -5    8     97368.40
 -20   -4    1     57950.70
 -20   -4    2    122329.47
 -20   -4    3    111750.27
 -20   -4    4    150983.69
 -20   -4    5     47174.25
 -20   -4    6     50988.21
 -20   -4    7     80842.06
 -20   -4    8    188826.88
 -20   -4    9     70715.29
 -20   -3    1     89113.05
 -20   -3    2    181056.36
 -20   -3    3    210919.09
 -20   -3    4    264840.34
 -20   -3    5    128786.39
 -20   -3    6    194457.92
 -20   -3    7    173835.78
 -20   -3    8     89255.85
 -20   -3    9    570272.06
 -20   -3   10    180002.16
 -20   -2    1     52312.70
 -20   -2    2    107003.27
 -20   -2    3     98722.77
 -20   -2    4    145024.09
 -20   -2    5     92296.72
 -20   -2    6    128936.48
 -20   -2    7    190376.11
 -20   -2    8    112642.39
 -20   -2    9    161510.06
 -20   -2   10    167044.83
 -20   -1    1     74280.50
 -20   -1    2    417524.69
 -20   -1    3    121834.62
 -20   -1    4    151231.41
 -20   -1    5     64008.16
 -20   -1    6     92030.81
 -20   -1    7    205414.56
 -20   -1    8    107114.43
 -20   -1    9    180643.69
 -20   -1   10    169805.66
 -20   -1   11    109197.07
 -20    0    1    205868.47
 -20    0    2     18080.12
 -20    0    3    110085.39
 -20    0    4    106568.75
 -20    0    5    416141.06
 -20    0    6    161037.23
 -20    0    7     98331.73
 -20    0    8    238189.92
 -20    0    9     95805.45
 -20    0   10    110366.51
 -20    0   11    570779.75
 -20    1    1    342390.34
 -20    1    2     58774.43
 -20    1    3    267592.72
 -20    1    4    271060.41
 -20    1    5     43971.53
 -20    1    6    168442.55
 -20    1    7    140396.77
 -20    1    8     71955.42
 -20    1    9     89153.38
 -20    1   10    169571.89
 -20    1   11     51836.64
 -20    2    1    191633.19
 -20    2    2    411745.84
 -20    2    3    184765.81
 -20    2    4    195994.25
 -20    2    5     89859.59
 -20    2    6    208990.81
 -20    2    7    191784.69
 -20    2    8    223739.55
 -20    2    9    119035.09
 -20    2   10    266982.56
 -20    3    1    123042.17
 -20    3    2    120050.75
 -20    3    3    242617.39
 -20    3    4     31365.69
 -20    3    5     78029.63
 -20    3    6     16588.47
 -20    3    7    157264.09
 -20    3    8     98908.39
 -20    3    9    134858.92
 -20    3   10     91178.41
 -20    4    1     99518.43
 -20    4    2     65902.91
 -20    4    3     82387.10
 -20    4    4     80461.79
 -20    4    5    151804.55
 -20    4    6    158350.83
 -20    4    7    459026.25
 -20    4    8    212284.02
 -20    4    9     62975.57
