 -21   -5    1    131488.92
 -21   -5    2    114262.34
 -21   -5    3     29371.96
 -21   -4    1     24624.20
 -21   -4    2     21314.30
 -21   -4    3     19183.78
 -21   -4    4     20682.57
 -21   -4    5      4536.33
 -21   -3    1    222528.58
 -21   -3    2     19223.63
 -21   -3    3    236014.25
 -21   -3    4    123513.42
 -21   -3    5     35747.16
 -21   -3    6    153770.99
 -21   -2    1     41441.28
 -21   -2    2     23457.33
 -21   -2    3     53171.52
 -21   -2    4     63761.08
 -21   -2    5     99889.58
 -21   -2    6     20420.48
 -21   -1    1    336487.10
 -21   -1    2    136657.94
 -21   -1    3     21943.07
 -21   -1    4    171060.39
 -21   -1    5      6404.95
 -21   -1    6     11084.90
 -21   -1    7     37668.43
 -21    0    1    111771.43
 -21    0    2     44898.98
 -21    0    3     37248.27
 -21    0    4     14205.76
 -21    0    5      7409.33
 -21    0    6     20436.26
 -21    0    7     19080.35
 -21    1    1     52746.66
 -21    1    2     50462.83
 -21    1    3     38556.75
 -21    1    4    186097.05
 -21    1    5     20619.39
 -21    1    6     12338.93
 -21    1    7     88114.08
 -21    2    1     50959.20
 -21    2    2    226703.75
 -21    2    3     41885.05
 -21    2    4     15611.42
 -21    2    5    134786.03
 -21    2    6     95786.30
 -21    3    1     31853.51
 -21    3    2      1517.73
 -21    3    3    131770.52
 -21    3    4      6398.16
 -21    3    5     58636.70
 -21    3    6    147719.77
 -21    4    1     19387.86
 -21    4    2     64633.34
 -21    4    3     65475.41
 -21    4    4     61636.13
 -21    4    5    201746.18
 -21    5    1     11727.28
 -21    5    2     37988.56
 -21    5    3     22379.86
 -20   -8    1     40775.68
 -20   -8    2    421704.67
 -20   -8    3    178763.54
 -20   -7    1    118772.05
 -20   -7    2    253579.86
 -20   -7    3     43023.06
 -20   -7    4     60865.60
 -20   -7    5     14712.11
 -20   -7    6     73998.34
 -20   -6    1     12885.05
 -20   -6    2       603.94
 -20   -6    3    116214.91
 -20   -6    4     32346.75
 -20   -6    5    163031.44
 -20   -6    6     53903.46
 -20   -6    7    206761.70
 -20   -5    1     11720.45
 -20   -5    2     51116.06
 -20   -5    3     31487.49
 -20   -5    4    128303.10
 -20   -5    5    217673.65
 -20   -5    6    156689.00
 -20   -5    7      4352.02
 -20   -5    8     63668.45
 -20   -4    1     28979.45
 -20   -4    2    106825.55
 -20   -4    3     72366.91
 -20   -4    4    130535.65
 -20   -4    5     15165.59
 -20   -4    6     30659.96
 -20   -4    7     33944.48
 -20   -4    8    167325.05
 -20   -4    9     23054.29
 -20   -3    1     48865.99
 -20   -3    2    165255.27
 -20   -3    3     30142.93
 -20   -3    4    103657.88
 -20   -3    5      8892.92
 -20   -3    6     55638.51
 -20   -3    7    113448.43
 -20   -3    8     15140.78
 -20   -3    9     71618.42
 -20   -3   10    119339.21
 -20   -2    1     28166.03
 -20   -2    2     65909.80
 -20   -2    3      9433.29
 -20   -2    4     90018.05
 -20   -2    5     36497.82
 -20   -2    6     86417.90
 -20   -2    7     25222.36
 -20   -2    8     49232.42
 -20   -2    9     39296.75
 -20   -2   10     86503.71
 -20   -1    1     42433.91
 -20   -1    2    335453.35
 -20   -1    3     29794.71
 -20   -1    4    102565.01
 -20   -1    5     40324.54
 -20   -1    6     66357.93
 -20   -1    7    187413.16
 -20   -1    8     92109.51
 -20   -1    9     43108.91
 -20   -1   10    113386.38
 -20   -1   11     18425.28
 -20    0    1     93020.01
 -20    0    2      8207.09
 -20    0    3     17222.46
 -20    0    4    101412.46
 -20    0    5    272908.02
 -20    0    6    109810.49
 -20    0    7     22237.34
 -20    0    8    100878.27
 -20    0    9     40858.58
 -20    0   10      6882.35
 -20    0   11    510739.10
 -20    1    1    233331.74
 -20    1    2     16352.65
 -20    1    3    115571.87
 -20    1    4    262636.87
 -20    1    5     36912.84
 -20    1    6    120494.36
 -20    1    7     48476.02
 -20    1    8     49605.57
 -20    1    9     67694.12
 -20    1   10    106283.61
 -20    1   11     13238.95
 -20    2    1    111281.68
 -20    2    2    367206.90
 -20    2    3     50375.32
 -20    2    4    184047.21
 -20    2    5      3091.22
 -20    2    6     72180.97
 -20    2    7    120863.51
 -20    2    8    195517.91
 -20    2    9     25151.97
 -20    2   10    114711.84
 -20    3    1     78576.93
 -20    3    2     96486.49
 -20    3    3    155600.49
 -20    3    4      1270.00
 -20    3    5     41005.86
 -20    3    6      4989.65
 -20    3    7     75096.55
 -20    3    8     15478.52
 -20    3    9     94547.49
 -20    3   10     57286.84
 -20    4    1     35320.86
 -20    4    2     26705.88
 -20    4    3     28110.33
 -20    4    4     34690.45
 -20    4    5     74476.85
 -20    4    6    102337.33
 -20    4    7    288590.39
 -20    4    8    210573.13
 -20    4    9     25681.66
 -20    5    1    106644.41
 -20    5    2    269314.70
 -20    5    3    225480.19
 -20    5    4     14657.63
 -20    5    5     62291.42
 -20    5    6     17763.85
 -20    5    7     22861.61
 -20    5    8    101617.38
 -20    6    1     31231.38
 -20    6    2    369634.21
 -20    6    3     21172.95
 -20    6    4      7923.99
 -20    6    5    127968.23
 -20    6    6     42314.58
 -20    6    7    327594.48
 -20    7    1     63320.01
 -20    7    2     84198.23
 -20    7    3     83865.04
 -20    7    4     31232.20
 -20    7    5     22850.43
 -20    7    6     19063.02
 -20    8    1     21893.65
 -20    8    2     33341.19
 -20    8    3     32943.67
 -19  -10    1     73037.68
 -19  -10    2    203457.76
 -19  -10    3     84090.77
 -19  -10    4    149141.69
 -19   -9    1     36350.91
 -19   -9    2    224248.66
 -19   -9    3     56592.75
 -19   -9    4     32675.95
 -19   -9    5     44589.51
 -19   -9    6     52522.60
 -19   -9    7     46383.54
 -19   -8    1     83045.80
 -19   -8    2     14097.17
 -19   -8    3     18984.22
 -19   -8    4     27075.49
 -19   -8    5    203005.08
 -19   -8    6      5705.05
 -19   -8    7     87146.87
 -19   -8    8    246921.91
 -19   -7    1    199991.30
 -19   -7    2      5324.09
 -19   -7    3      2652.55
 -19   -7    4     35641.24
 -19   -7    5    147128.64
 -19   -7    6     64919.35
 -19   -7    7     11997.10
 -19   -7    8    162221.73
 -19   -7    9     61654.24
 -19   -7   10    112152.80
 -19   -6    1     49101.79
 -19   -6    2     10032.78
 -19   -6    3    140099.54
 -19   -6    4     44168.69
 -19   -6    5      2394.39
 -19   -6    6     15200.47
 -19   -6    7     94617.05
 -19   -6    8     45969.53
 -19   -6    9      5288.63
 -19   -6   10    230854.69
 -19   -6   11     52163.89
 -19   -5    1    177147.82
 -19   -5    2     49176.30
 -19   -5    3     52782.59
 -19   -5    4    196632.95
 -19   -5    5     15643.65
 -19   -5    6      1489.12
 -19   -5    7     66918.21
 -19   -5    8    111389.92
 -19   -5    9     10095.16
 -19   -5   10     41419.64
 -19   -5   11     45772.19
 -19   -5   12    252545.54
 -19   -4    1       978.49
 -19   -4    2     55655.13
 -19   -4    3     61315.45
 -19   -4    4     44113.42
 -19   -4    5     63389.83
 -19   -4    6    103300.30
 -19   -4    7     38645.26
 -19   -4    8     58741.83
 -19   -4    9     29904.73
 -19   -4   10     38723.37
 -19   -4   11      8628.68
 -19   -4   12     76683.48
 -19   -3    1    109183.60
 -19   -3    2     51117.99
 -19   -3    3     18427.83
 -19   -3    4     38689.90
 -19   -3    5     27775.33
 -19   -3    6     35555.54
 -19   -3    7    308184.57
 -19   -3    8      1990.39
 -19   -3    9    131255.97
 -19   -3   10     15255.11
 -19   -3   11     43186.22
 -19   -3   12    167777.13
 -19   -3   13     18818.42
 -19   -2    1     17547.94
 -19   -2    2    140883.58
 -19   -2    3    100137.05
 -19   -2    4     18444.51
 -19   -2    5     89214.02
 -19   -2    6    102926.79
 -19   -2    7     85148.17
 -19   -2    8    135041.09
 -19   -2    9     52784.43
 -19   -2   10    301399.37
 -19   -2   11     77178.00
 -19   -2   12     82633.45
 -19   -2   13      9408.65
 -19   -1    1     49462.70
 -19   -1    2      3736.85
 -19   -1    3     67098.34
